OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
13542,1700,CARNARVON / WARD,Carnarvon Road,Ward Road,498289.7,6958021.1,-27.501462,152.982684,Indooroopilly,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [152.98269003458108, -27.501449440556712], ""type"": ""Point""}","-27.501449440556712, 152.98269003458108"
13543,1701,CARNARVON / LAMBERT,Fairley Street,Lambert Road,498286.1,6957999.2,-27.50166,152.982648,Indooroopilly,5 - District,N,Easy,Easy,Hard,,"{""coordinates"": [152.98265403456062, -27.501647439738736], ""type"": ""Point""}","-27.501647439738736, 152.98265403456062"
13544,1703,CARNARVON / LAMBERT,Fairley Street,Lambert Road,498283,6957980,-27.501833,152.982616,Indooroopilly,5 - District,N,Easy,Easy,Medium,,"{""coordinates"": [152.9826220344557, -27.501820440115363], ""type"": ""Point""}","-27.501820440115363, 152.9826220344557"
13545,1704,Lambert Road - 36-27,Lambert Road,Carnarvon Road,498253.6,6957888.1,-27.502663,152.982319,Indooroopilly,3 - Regular with seat,Y,Easy,Hard,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.98232503417668, -27.50265044027143], ""type"": ""Point""}","-27.50265044027143, 152.98232503417668"
13546,1705,Lambert Road - 27-36,Lambert Road,Martin Lane,498190.5,6957837.7,-27.503118,152.981679,Indooroopilly,4 - Regular,Y,Medium,Easy,Easy,,"{""coordinates"": [152.98168503429417, -27.50310543994507], ""type"": ""Point""}","-27.50310543994507, 152.98168503429417"
13547,1707,Lambert Road - 25,Indooroopilly Road,Nawarra Road,498771.9,6957858.1,-27.502934,152.987566,Indooroopilly,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.9875720341361, -27.502921440750775], ""type"": ""Point""}","-27.502921440750775, 152.9875720341361"
13548,1708,Lambert Road - 25,Lambert Road,Bowaga Road,498757.1,6957848.4,-27.503022,152.987416,Indooroopilly,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.98742203424854, -27.50300944070171], ""type"": ""Point""}","-27.50300944070171, 152.98742203424854"
13549,1709,Lambert Road - 24,Lambert Road,Indooroopilly Road,498968.9,6957804.4,-27.503419,152.989561,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Easy,2018-05-09T12:00:00+10:00,"{""coordinates"": [152.98956703426887, -27.50340644085273], ""type"": ""Point""}","-27.50340644085273, 152.98956703426887"
13550,1710,Lambert Road - 24,Lambert Road,Roundabout Road,498952.2,6957796.1,-27.503494,152.989391,Indooroopilly,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.98939703341824, -27.503481441180718], ""type"": ""Point""}","-27.503481441180718, 152.98939703341824"
13551,1713,Indooroopilly Road - 23A,Indooroopilly Road,Iona Terrace,499051.5,6957867.7,-27.502848,152.990397,Taringa,3 - Regular with seat,Y,Medium,Medium,Easy,,"{""coordinates"": [152.99040303366257, -27.502835441103613], ""type"": ""Point""}","-27.502835441103613, 152.99040303366257"
13552,1714,Indooroopilly Road - 23,Indooroopilly Road,McCaul Street,499142.8,6958086.2,-27.500876,152.991321,Taringa,2 - Intermediate,N,Hard,Medium,Hard,,"{""coordinates"": [152.9913270341493, -27.500863441434465], ""type"": ""Point""}","-27.500863441434465, 152.9913270341493"
13553,1715,Indooroopilly Road - 23,Indooroopilly Road,Mccaul Road,499152.3,6958069.2,-27.501029,152.991418,St Lucia,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.99142403371644, -27.501016441408115], ""type"": ""Point""}","-27.501016441408115, 152.99142403371644"
13554,1717,Swann Road - 23,Swann Road,Indooroopilly Road,498976.7,6958401,-27.498033,152.98964,Taringa,4 - Regular,Y,Medium,Easy,Easy,2022-06-30T12:00:00+10:00,"{""coordinates"": [152.98964603409132, -27.49802044069018], ""type"": ""Point""}","-27.49802044069018, 152.98964603409132"
13555,1718,Swann Road - 23,Swann Road,Indooroopilly Road,498958.7,6958405.4,-27.497993,152.989458,Taringa,4 - Regular,N,Hard,Easy,Hard,,"{""coordinates"": [152.98946403423426, -27.497980440393924], ""type"": ""Point""}","-27.497980440393924, 152.98946403423426"
13556,1719,Swann Road - 24,Swann Road,Kobada Street,498795.1,6958340.3,-27.498581,152.987801,Taringa,3 - Regular with seat,Y,Easy,Medium,Easy,2018-01-08T11:00:00+10:00,"{""coordinates"": [152.98780703420888, -27.498568440743625], ""type"": ""Point""}","-27.498568440743625, 152.98780703420888"
13557,1720,Swann Road - 24,Swann Road,Kobada Street,498776.7,6958360.3,-27.498401,152.987615,Taringa,2 - Intermediate,Y,Easy,Medium,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.98762103457344, -27.498388440328075], ""type"": ""Point""}","-27.498388440328075, 152.98762103457344"
13558,1721,Victoria Street - 25,Swann Road,Victoria Street,498543.3,6958469.5,-27.497414,152.985252,Taringa,4 - Regular,Y,Easy,Easy,Easy,2016-06-22T12:00:00+10:00,"{""coordinates"": [152.98525803549896, -27.497401440004445], ""type"": ""Point""}","-27.497401440004445, 152.98525803549896"
13559,1722,Victoria Street - 25,Swann Road,Whitmore Street,498558,6958474.1,-27.497373,152.985401,Taringa,2 - Intermediate,Y,Easy,Easy,Easy,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.9854070351916, -27.49736044083348], ""type"": ""Point""}","-27.49736044083348, 152.9854070351916"
13560,1723,Saunders Street - 26,Swann Road,Saunders Street,498440.2,6958522.8,-27.496933,152.984209,Taringa,2 - Intermediate,Y,Easy,Hard,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.98421503490866, -27.49692044065185], ""type"": ""Point""}","-27.49692044065185, 152.98421503490866"
13561,1724,Saunders Street - 26,Swann Road,Saunders Street,498447,6958535.6,-27.496818,152.984277,Taringa,2 - Intermediate,Y,Easy,Medium,Easy,2016-01-12T11:00:00+10:00,"{""coordinates"": [152.98428303481396, -27.496805440344016], ""type"": ""Point""}","-27.496805440344016, 152.98428303481396"
13562,1725,Hillsdon Road - 24,Hillsdon Road,Stanley Terrace,497385.9,6959378.6,-27.489206,152.973537,Taringa,2 - Intermediate,Y,Medium,Medium,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.9735430377922, -27.489193438721244], ""type"": ""Point""}","-27.489193438721244, 152.9735430377922"
13563,1726,Hillsdon Road - 24,Hillsdon Road,Stanley Road,497372,6959396.6,-27.489043,152.973396,Taringa,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.97340203749656, -27.48903043902034], ""type"": ""Point""}","-27.48903043902034, 152.97340203749656"
13564,1727,Gregory Street - 24A,Hillsdon Road,Gregory Street,497332.7,6959218.1,-27.490654,152.972998,Taringa,3 - Regular with seat,Y,Medium,Easy,Easy,,"{""coordinates"": [152.9730040370957, -27.49064143937829], ""type"": ""Point""}","-27.49064143937829, 152.9730040370957"
13565,1728,Hillsdon Shops - 25,Hillsdon Road,Broomfield Street,497256.7,6959073.5,-27.49196,152.972228,Taringa,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.97223403672996, -27.49194743877475], ""type"": ""Point""}","-27.49194743877475, 152.97223403672996"
13566,1729,Hillsdon Shops - 25,Hillsdon Road,Goldsbrough Road,497258.2,6959106.8,-27.491659,152.972243,Taringa,3 - Regular with seat,Y,Easy,Easy,Easy,2018-06-13T12:00:00+10:00,"{""coordinates"": [152.97224903736546, -27.49164643872966], ""type"": ""Point""}","-27.49164643872966, 152.97224903736546"
13567,1730,Waverley Road - 26,Waverley Road,Hillsdon Road,497153.8,6958959.5,-27.492988,152.971186,Taringa,2 - Intermediate,Y,Easy,Medium,Medium,2017-02-20T11:00:00+10:00,"{""coordinates"": [152.97119203683758, -27.4929754392305], ""type"": ""Point""}","-27.4929754392305, 152.97119203683758"
13568,1731,Waverley Road - 26,Waverley Road,Hillsdon Road,497138.8,6958950.6,-27.493069,152.971034,Taringa,3 - Regular with seat,Y,Easy,Medium,Medium,2017-02-20T11:00:00+10:00,"{""coordinates"": [152.97104003679968, -27.493056439011557], ""type"": ""Point""}","-27.493056439011557, 152.97104003679968"
13569,1733,Manchester Terrace - 24,Waverley Road,Waverley Terrace,497550.8,6958842.9,-27.494042,152.975205,Taringa,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.97521103693904, -27.494029439679572], ""type"": ""Point""}","-27.494029439679572, 152.97521103693904"
13570,1734,Manchester Terrace - 24,Waverley Road,Waverley Terrace,497539.9,6958850.4,-27.493974,152.975094,Taringa,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [152.97510003657962, -27.49396143932586], ""type"": ""Point""}","-27.49396143932586, 152.97510003657962"
13571,1736,Payne Street - 25,Payne Street,Woolley Street,497335.4,6958825.2,-27.494201,152.973024,Indooroopilly,2 - Intermediate,Y,Easy,Medium,Hard,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.97303003666732, -27.494188439549596], ""type"": ""Point""}","-27.494188439549596, 152.97303003666732"
13572,1737,Payne Street - 25,Payne Street,Nelson Street,497317.1,6958819.3,-27.494254,152.972839,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.9728450367552, -27.494241439188134], ""type"": ""Point""}","-27.494241439188134, 152.9728450367552"
13573,1738,Stanley Street - 26,Stanley Street,Payne Street,497197.2,6958813.2,-27.494309,152.971625,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Medium,2019-07-24T12:00:00+10:00,"{""coordinates"": [152.9716310368153, -27.494296438916766], ""type"": ""Point""}","-27.494296438916766, 152.9716310368153"
13574,1739,Stanley Street - 26,Stanley Street,Payne Street,497190,6958830.1,-27.494157,152.971552,Indooroopilly,3 - Regular with seat,N,Medium,Easy,Easy,,"{""coordinates"": [152.9715580371595, -27.494144439246842], ""type"": ""Point""}","-27.494144439246842, 152.9715580371595"
13575,1740,Disraeli Street - 27,Disraeli Street,Stanley Street,497011.7,6958768,-27.494717,152.969748,Indooroopilly,3 - Regular with seat,N,Hard,Easy,Hard,,"{""coordinates"": [152.96975403723897, -27.494704439262833], ""type"": ""Point""}","-27.494704439262833, 152.96975403723897"
13576,1741,Disraeli Street - 27,Disraeli Street,Stanley Street,497093.5,6958765.5,-27.49474,152.970575,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.9705810365286, -27.49472743933096], ""type"": ""Point""}","-27.49472743933096, 152.9705810365286"
13577,1742,Payne Street - 20,Moggill Road,Payne Street,497627.3,6958747.8,-27.494901,152.975979,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Easy,2019-11-19T11:00:00+10:00,"{""coordinates"": [152.97598503635652, -27.49488843938186], ""type"": ""Point""}","-27.49488843938186, 152.97598503635652"
13578,1743,Taringa Walker Street,Walker Street,Montrose Road,497790.5,6959001.6,-27.492609,152.977632,Taringa,1 - Premium,Y,Easy,Medium,Easy,2017-10-11T12:00:00+10:00,"{""coordinates"": [152.9776380364203, -27.49259643970165], ""type"": ""Point""}","-27.49259643970165, 152.9776380364203"
13579,1744,Frederick Street - 18,Walker Street,Harrys Road,498104.5,6959100.6,-27.491717,152.980811,Taringa,2 - Intermediate,Y,Medium,Medium,Easy,2016-06-22T12:00:00+10:00,"{""coordinates"": [152.98081703574002, -27.49170444025233], ""type"": ""Point""}","-27.49170444025233, 152.98081703574002"
13580,1745,Morrow Street - 17,Moggill Road,Beatrice Street,498340.8,6959143.4,-27.49133,152.983203,Taringa,2 - Intermediate,Y,Easy,Easy,Easy,2017-10-11T12:00:00+10:00,"{""coordinates"": [152.98320903573676, -27.491317440253255], ""type"": ""Point""}","-27.491317440253255, 152.98320903573676"
13581,1747,B.B.C. Moggill Road I/B,Moggill Road,Whitmore Street,498789.5,6959359.4,-27.489381,152.987746,Toowong,2 - Intermediate,Y,Easy,Easy,Medium,2017-04-28T12:00:00+10:00,"{""coordinates"": [152.9877520361891, -27.489368440887368], ""type"": ""Point""}","-27.489368440887368, 152.9877520361891"
13582,1748,B.B.C. Moggill Road O/B,Moggill Road,Whitmore Street,498591.8,6959215.1,-27.490683,152.985744,Taringa,1 - Premium,Y,Easy,Hard,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.98575003608465, -27.490670440757366], ""type"": ""Point""}","-27.490670440757366, 152.98575003608465"
13583,1749,Whitmore St District Route,Whitmore Street,Campbell Street,498721.8,6959193.6,-27.490877,152.98706,Taringa,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [152.98706603546856, -27.4908644404379], ""type"": ""Point""}","-27.4908644404379, 152.98706603546856"
13584,1750,Whitmore St District Route,Whitmore Street,Campbell Street,498713.7,6959226,-27.490584,152.986978,Taringa,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [152.98698403578734, -27.490571440191424], ""type"": ""Point""}","-27.490571440191424, 152.98698403578734"
13585,1751,Kensington Terrace - 21,Sherwood Road,Kensington Terrace,498749.3,6959856.3,-27.484894,152.987339,Toowong,2 - Intermediate,Y,Easy,Easy,Easy,2017-04-28T12:00:00+10:00,"{""coordinates"": [152.98734503682124, -27.48488144066327], ""type"": ""Point""}","-27.48488144066327, 152.98734503682124"
13586,1752,Kensington Terrace - 21,Sherwood Road,Little Maryvale Street,498758.2,6959868.5,-27.484785,152.987429,Toowong,3 - Regular with seat,Y,Easy,Medium,Hard,2017-04-28T12:00:00+10:00,"{""coordinates"": [152.9874350365616, -27.484772440603937], ""type"": ""Point""}","-27.484772440603937, 152.9874350365616"
13587,1753,Morrow Street - 17/18,Morrow Street,Beatrice Street,498287.6,6959075.5,-27.491943,152.982664,Taringa,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [152.9826700359901, -27.491930440380173], ""type"": ""Point""}","-27.491930440380173, 152.9826700359901"
13588,1754,Taringa Moggill Road,Moggill Road,McInroy Street,497940.2,6958969,-27.492904,152.979148,Taringa,3 - Regular with seat,Y,Easy,Easy,Easy,2017-10-11T12:00:00+10:00,"{""coordinates"": [152.9791540364418, -27.492891439928506], ""type"": ""Point""}","-27.492891439928506, 152.9791540364418"
13589,1756,Gower Street - 23,Stanley Terrace,Gower Terrace,497506.5,6959474,-27.488344,152.974758,Taringa,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [152.974764037625, -27.48833143903364], ""type"": ""Point""}","-27.48833143903364, 152.974764037625"
13590,1757,Gower Street - 23,Stanley Terrace,Gower Street,497490.6,6959457.6,-27.488493,152.974597,Taringa,4 - Regular,Y,Easy,Easy,Medium,,"{""coordinates"": [152.97460303751174, -27.488480438860993], ""type"": ""Point""}","-27.488480438860993, 152.97460303751174"
13591,1758,Camp Street - 22,Stanley Terrace,Camp Terrace,497597.8,6959436.1,-27.488686,152.975682,Taringa,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.97568803714933, -27.48867343939254], ""type"": ""Point""}","-27.48867343939254, 152.97568803714933"
13592,1759,Camp Street - 22,Stanley Terrace,Camp Terrace,497601,6959415.7,-27.488871,152.975715,Taringa,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.97572103673127, -27.488858438986487], ""type"": ""Point""}","-27.488858438986487, 152.97572103673127"
13593,1760,Bywong Street - 21,Stanley Terrace,Duke Terrace,497781.5,6959367,-27.489311,152.977541,Taringa,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.97754703693357, -27.489298439240205], ""type"": ""Point""}","-27.489298439240205, 152.97754703693357"
13594,1761,Stanley Terrace – 21,Stanley Terrace,Bywong Terrace,497803.2,6959351.4,-27.489452,152.977761,Taringa,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.97776703716758, -27.48943943992418], ""type"": ""Point""}","-27.48943943992418, 152.97776703716758"
13595,1762,Moorak Street - 20,Stanley Terrace,Moorak Street,497946.6,6959335.3,-27.489597,152.979213,Taringa,3 - Regular with seat,N,Medium,Medium,Medium,,"{""coordinates"": [152.9792190370036, -27.489584439627297], ""type"": ""Point""}","-27.489584439627297, 152.9792190370036"
13596,1763,Moorak Street - 20,Stanley Terrace,Moorak Street,497981.1,6959314.8,-27.489783,152.979562,Taringa,3 - Regular with seat,Y,Medium,Easy,Hard,,"{""coordinates"": [152.97956803617416, -27.48977043940949], ""type"": ""Point""}","-27.48977043940949, 152.97956803617416"
13597,1764,Mossman Street - 19,Stanley Terrace,Mossman Street,498093.5,6959399.9,-27.489014,152.9807,Taringa,3 - Regular with seat,Y,Easy,Easy,Easy,2016-11-18T11:00:00+10:00,"{""coordinates"": [152.98070603644618, -27.489001440203417], ""type"": ""Point""}","-27.489001440203417, 152.98070603644618"
13598,1765,Mossman Street - 19,Stanley Terrace,Mossman Street,498074.5,6959373.7,-27.489251,152.980507,Taringa,3 - Regular with seat,Y,Medium,Easy,Easy,2017-02-20T11:00:00+10:00,"{""coordinates"": [152.98051303628324, -27.489238439784714], ""type"": ""Point""}","-27.489238439784714, 152.98051303628324"
13599,1766,Harrys Road - 18,Stanley Terrace,Harrys Road,498211.8,6959322.3,-27.489715,152.981898,Taringa,3 - Regular with seat,Y,Easy,Medium,Medium,2017-10-11T12:00:00+10:00,"{""coordinates"": [152.98190403659356, -27.489702440329253], ""type"": ""Point""}","-27.489702440329253, 152.98190403659356"
13600,1767,Harrys Road - 18,Stanley Terrace,Harrys Terrace,498259.6,6959294.3,-27.489968,152.982381,Taringa,2 - Intermediate,Y,Hard,Easy,Easy,2022-06-30T12:00:00+10:00,"{""coordinates"": [152.98238703666226, -27.489955439712027], ""type"": ""Point""}","-27.489955439712027, 152.98238703666226"
13601,1768,Lower Orchard St - 27/26,Exmouth Street,Bywong Street,497866.8,6959882.7,-27.484655,152.978406,Toowong,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.9784120368784, -27.484642439207647], ""type"": ""Point""}","-27.484642439207647, 152.9784120368784"
13602,1769,Market Street - 28,Market Street,Duke Street,497744.5,6959675,-27.48653,152.977168,Toowong,2 - Intermediate,N,Medium,Hard,Medium,,"{""coordinates"": [152.9771740373528, -27.486517439136367], ""type"": ""Point""}","-27.486517439136367, 152.9771740373528"
13603,1770,Camp Street - 27,Camp Street,Market Street,497692.3,6959773,-27.485645,152.976639,Toowong,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.97664503773441, -27.485632439799275], ""type"": ""Point""}","-27.485632439799275, 152.97664503773441"
13604,1771,Orchard Street - 25,Orchard Street,Bywong Street,497940.8,6959858,-27.484878,152.979155,Toowong,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.9791610368239, -27.484865439589655], ""type"": ""Point""}","-27.484865439589655, 152.9791610368239"
13605,1772,Dovercourt Road - 20A,Woodstock Road,Dovercourt Road,498539.3,6959906,-27.484446,152.985214,Toowong,4 - Regular,Y,Easy,Easy,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.98522003674051, -27.484433440018943], ""type"": ""Point""}","-27.484433440018943, 152.98522003674051"
13606,1773,Toowong West Sherwood Road,Dean Street,Dovercourt Road,498507.2,6959898.2,-27.484516,152.984889,Toowong,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [152.9848950364367, -27.48450344047038], ""type"": ""Point""}","-27.48450344047038, 152.9848950364367"
13607,1774,Dean - Woodstock - 19/21,Dean Street,Woodstock Street,498251.4,6960057.6,-27.483077,152.982299,Toowong,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.98230503678747, -27.483064440163595], ""type"": ""Point""}","-27.483064440163595, 152.98230503678747"
